team_id,owner,record,rank,slot,player,pid,nfl,pos,status,game,bye,fan_pts,proj_pts,pulled_at
8,T-rex,0-2-0 PF 516.26,9,DEF,Vikings,100016,MIN,DEF,,Sun 4:05 pm @ TB ,6,–,26.10,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,D,Demetrius Knight Jr.,41834,CIN,LB,,Sun 1:00 pm @ Pit ,6,–,17.99,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,DB,Marques Sigle,41946,SF,"S,CB",,Sun 4:05 pm vs Ari ,8,–,7.96,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,DL,Greg Rousseau,33418,BUF,"LB,DE",,Sun 1:00 pm vs LAC ,7,–,10.89,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,LB,Jihaad Campbell,41816,PHI,LB,,Mon 8:15 pm @ Chi ,10,–,16.75,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,CB,Nohl Williams,41874,KC,CB,,Sun 1:00 pm @ Mia ,5,–,14.18,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,S,Kevin Winston Jr.,41857,TEN,S,,Sun 1:00 pm @ NYG ,9,–,13.54,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,BN,Leonard Williams,28394,SEA,"DL,DT,DE",,Sun 1:00 pm @ Was ,11,–,10.84,2026-09-24T17:27:39+00:00
8,T-rex,0-2-0 PF 516.26,9,BN,Brandon Jones,32740,DEN,S,,Sun 8:20 pm vs LAR ,10,–,15.06,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,QB,Lamar Jackson,31002,BAL,QB,,Sun 4:25 pm @ Dal ,13,–,39.24,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,RB,Travis Etienne Jr.,33413,NO,RB,Q,Sun 4:25 pm vs LV ,8,–,10.26,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,WR,Amon-Ra St. Brown,33500,DET,WR,,Sun 1:00 pm vs NYJ ,6,–,19.53,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,TE,Kyle Pitts Sr.,33392,ATL,TE,,Thu 8:15 pm @ GB ,11,–,8.33,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,W/R,CeeDee Lamb,32687,DAL,WR,,Sun 4:25 pm vs Bal ,14,–,20.12,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,W/R/T,Cam Skattebo,41922,NYG,RB,,Sun 1:00 pm vs Ten ,8,–,12.84,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,Q/W/R/T,Jalen Hurts,32723,PHI,QB,,Mon 8:15 pm @ Chi ,10,–,34.56,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,Terry McLaurin,31908,WAS,WR,,Sun 1:00 pm vs Sea ,7,–,9.46,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,Davante Adams,27581,LAR,WR,,Sun 8:20 pm @ Den ,11,–,11.92,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,MarShawn Lloyd,40971,GB,RB,,Thu 8:15 pm vs Atl ,11,–,8.32,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,K,Tyler Loop,41988,BAL,K,,Sun 4:25 pm @ Dal ,13,–,10.84,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,DEF,Seahawks,100026,SEA,DEF,,Sun 1:00 pm @ Was ,11,–,27.70,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,D,Nick Bolton,33446,KC,LB,,Sun 1:00 pm @ Mia ,5,–,24.41,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,DB,Chamarri Conner,40160,KC,"DB,S",Q,Sun 1:00 pm @ Mia ,5,–,21.27,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,DL,Aidan Hutchinson,33957,DET,"DL,DE",,Sun 1:00 pm vs NYJ ,6,–,14.25,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,LB,Zack Baun,32744,PHI,LB,,Mon 8:15 pm @ Chi ,10,–,20.71,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,CB,Kool-Aid McKinstry,40927,NO,"DB,CB",,Sun 4:25 pm vs LV ,8,–,16.33,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,S,Xavier Watts,41883,ATL,S,,Thu 8:15 pm @ GB ,11,–,16.94,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,Austin Booker,41042,CHI,"DL,DE",,Mon 8:15 pm vs Phi ,10,–,12.18,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,Jeremy Chinn,32734,LV,S,,Sun 4:25 pm @ NO ,13,–,16.57,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,Sonny Styles,42629,WAS,LB,,Sun 1:00 pm vs Sea ,7,–,17.88,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,Evan Williams,41007,GB,"DB,S",,Thu 8:15 pm vs Atl ,11,–,15.68,2026-09-24T17:27:39+00:00
9,Maker's Mark,2-0-0 PF 610.47,1,BN,Tre'von Moehrig,33431,CAR,S,,Sun 1:00 pm @ Cle ,5,–,17.60,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,QB,Justin Herbert,32676,LAC,QB,,Sun 1:00 pm @ Buf ,7,–,33.77,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,RB,Jahmyr Gibbs,40059,DET,RB,,Sun 1:00 pm vs NYJ ,6,–,22.17,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,WR,Nico Collins,33477,HOU,WR,Q,Sun 1:00 pm @ Ind ,8,–,15.13,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,TE,Brock Bowers,40878,LV,TE,Q,Sun 4:25 pm @ NO ,13,–,12.74,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,W/R,Tee Higgins,32703,CIN,WR,,Sun 1:00 pm @ Pit ,6,–,14.56,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,W/R/T,Zay Flowers,40039,BAL,WR,Q,Sun 4:25 pm @ Dal ,13,–,16.84,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,Q/W/R/T,Luther Burden III,41824,CHI,WR,,Mon 8:15 pm vs Phi ,10,–,10.46,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,Bhayshul Tuten,41900,JAX,RB,,Sun 1:00 pm vs NE ,7,–,10.52,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,Jadarian Price,42654,SEA,RB,Q,Sun 1:00 pm @ Was ,11,–,11.79,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,Chris Godwin Jr.,30197,TB,WR,,Sun 4:05 pm vs Min ,10,–,8.98,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,J.K. Dobbins,32725,DEN,RB,Q,Sun 8:20 pm vs LAR ,10,–,5.53,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,Stefon Diggs,28534,WAS,WR,,Sun 1:00 pm vs Sea ,7,–,8.64,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,Dallas Goedert,31019,PHI,TE,D,Mon 8:15 pm @ Chi ,10,–,0.00,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,C.J. Stroud,40030,HOU,QB,,Sun 1:00 pm @ Ind ,8,–,35.38,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,K,Will Reichard,41093,MIN,K,,Sun 4:05 pm @ TB ,6,–,10.63,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,DEF,Jaguars,100030,JAX,DEF,,Sun 1:00 pm vs NE ,7,–,24.14,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,D,Juanyeh Thomas,34595,IND,S,NA,Sun 1:00 pm vs Hou ,13,–,0.00,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,DB,Josh Blackwell,34375,CHI,"DB,CB",,Mon 8:15 pm vs Phi ,10,–,0.00,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,DL,Nick Bosa,31834,SF,"DL,DE",,Sun 4:05 pm vs Ari ,8,–,11.36,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,LB,Jalen Reeves-Maybin,30237,CHI,LB,NA,Mon 8:15 pm vs Phi ,10,–,0.00,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,CB,,,,,,,,,,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,S,Andrew Mukuba,41849,PHI,S,,Mon 8:15 pm @ Chi ,10,–,11.62,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,Kitan Crawford,42016,ARI,S,IR,Sun 4:05 pm @ SF ,14,–,0.00,2026-09-24T17:27:39+00:00
10,Fumbling Idiot,0-2-0 PF 320.84,10,BN,Ifeatu Melifonwu,33489,TB,S,NA,Sun 4:05 pm vs Min ,10,–,0.00,2026-09-24T17:27:39+00:00
