player_id,first_name,last_name,team,pos,gp,gs,off_snp,tm_off_snp,pass_att,pass_cmp,pass_yd,pass_td,pass_int,pass_sack,rush_att,rush_yd,rush_td,rec,rec_tgt,rec_yd,rec_td,rec_air_yd,rec_rz_tgt,fum_lost,pass_2pt,rush_2pt,rec_2pt,rec_fd,rush_fd,pass_fd,fgm,fga,xpm,xpa,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,pts_allow,sack,int,fum_rec,def_td,safe,blk_kick,pts_ppr,pts_std
6271,Olamide,Zaccheaus,ATL,WR,1.0,1.0,30.0,69.0,,,,,,,,,,1.0,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.3
5848,Marquise,Brown,PHI,WR,1.0,,17.0,76.0,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2
7757,Ben,Skowronek,PIT,WR,1.0,,15.0,70.0,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.2
11632,Malik,Nabers,NYG,WR,1.0,1.0,43.0,58.0,,,,,,,,,,1.0,4.0,1.0,,-3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.1
12542,Efton,Chism,NE,WR,1.0,,10.0,55.0,,,,,,,,,,1.0,1.0,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8,-0.2
8917,KaVontae,Turpin,DAL,WR,1.0,,5.0,55.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1
11168,Xavier,Smith,LAR,WR,1.0,,26.0,62.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
6699,Gunner,Olszewski,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,Alex,Bachman,LAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12888,Dalen,Cambre,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125,Calvin,Austin,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,Braxton,Berrios,NYG,WR,1.0,,5.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
