player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Patrick Herbert,LAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treyton Pickering,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Taylor,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eli Wilson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Fairchild,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Hansen,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Holler,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sims,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Sinz,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Brown,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Williams,,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gannon Sinclair,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Graham,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Goedert,PHI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phazahn Odom,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor McNamara,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Warren,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Culkin,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Gleichert,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Dickerson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Clear,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teagan Quitoriano,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Taumoepeau,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Curtis,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaheim Bell,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Foelsch,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deon Yelder,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean McKeon,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Jones,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Wallace,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rysen John,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker Hesse,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Horton,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Mitchell,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Sloat,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Reed,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Rigg,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Herdman,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Greaney,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Swoopes,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clive Walford,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brayden Willis,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Hudson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Stoll,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brycen Hopkins,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jjay Mcafee,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keleki Latu,BUF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Gandy-Golden,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Watson,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Heuerman,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Villari,LAR,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Labelle,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick O'Leary,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Miller,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Doyle,IND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mik'Quan Deane,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beau Sandland,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.P. Holtz,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antony Auclair,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Markway,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Stephens,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Frazier,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalif Jackson,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Long,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Stocker,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Kalinic,CHI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Layne Pryor,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Trigg,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolan Givan,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Hendershot,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Leggett,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Jarwin,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Franklin,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Hudson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Towbridge,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eli Wolf,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treyton Welch,NO,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Pierre,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
