player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Elijah Molden,LAC,CB,BUF,0.33,0.27,,,1.48,,,,
Jonathan Owens,IND,DB,HOU,0.43,0.27,,,0.05,,,,
Tony Jefferson,LAC,DB,BUF,1.53,0.33,,,0.16,0.05,,,
Jordan Hancock,BUF,DB,LAC,0.25,0.25,,,0.06,,,,
Julius Wood,MIA,DB,KC,0.31,0.36,,,,,,,
James Williams,TEN,DB,NYG,1.03,0.82,,,,0.72,,,
Jack Jones,SF,DB,ARI,0.31,0.31,,,0.62,,,,
Sam Franklin,BUF,DB,LAC,0.25,0.25,,,0.06,,,,
Ahkello Witherspoon,WAS,CB,SEA,0.25,0.35,,,0.05,,,,
Miles Killebrew,TB,DB,MIN,0.43,0.22,,,0.05,,,,
Robert Spears-Jennings,PIT,DB,CIN,0.21,0.21,,,0.05,,,,
Ephesians Prysock,SF,CB,ARI,0.31,0.31,,,0.06,,,,
Jakobe Thomas,MIN,DB,TB,0.39,0.56,,,0.06,,,,
Davison Igbinosun,BUF,CB,LAC,1.31,0.75,,,0.19,,,,
Zemaiah Vaughn,MIN,CB,TB,0.39,0.56,,,0.06,,,,
Malachi Moore,NYJ,DB,DET,0.27,0.27,,,0.05,,,,
Caleb Ransaw,JAX,DB,NE,0.29,0.29,,,0.06,,,,
PJ Jules,CIN,DB,PIT,0.23,0.34,,,0.06,,,,
AJ Finley,SEA,DB,WAS,0.23,0.23,,,0.06,,,,
Kendall Williamson,LAC,DB,BUF,0.33,0.27,,,0.05,,,,
Jeremy Reaves,WAS,DB,SEA,0.25,0.35,,,0.05,,,,
Channing Canada,NE,CB,JAX,0.16,0.16,,,0.05,,,,
Jacob Thomas,MIN,DB,TB,0.39,0.56,,,0.06,,,,
Jalon Kilgore,BUF,CB,LAC,1.31,0.99,,,0.12,0.06,,,
Colton Hood,NYG,DB,TEN,1.57,0.65,,,0.22,0.05,,,
Micah Robinson,TEN,CB,NYG,0.26,0.26,,,0.05,,,,
RJ Mickens,LAC,DB,BUF,0.33,0.27,,,0.05,,,,
Jaylen McCollough,LAR,DB,DEN,0.28,0.28,,,0.06,,,,
Thomas Harper,DET,DB,NYJ,0.42,0.3,,,0.06,,,,
Myles Harden,CLE,DB,CAR,1.23,0.7,,,0.16,0.05,,,
Marcellas Dial,MIA,DB,KC,0.15,0.15,,,0.05,,,,
Caelen Carson,DAL,DB,BAL,0.35,0.41,,,,,,,
Kris Abrams-Draine,DEN,DB,LAR,0.22,0.22,,,0.05,,,,
Reese Taylor,MIA,CB,KC,0.2,0.2,,,1.38,,,,
Jay Ward,MIN,DB,TB,1.11,0.72,,,0.06,0.06,,,
Tony Adams,TEN,DB,NYG,0.26,0.26,,,0.05,,,,
Rodney Thomas,SEA,LB,WAS,0.23,0.23,,,0.06,,,,
Devon Key,DEN,DB,LAR,0.22,0.22,,,0.05,,,,
Jason Pinnock,NYG,CB,TEN,0.32,0.22,,,0.05,,,,
Ashtyn Davis,SF,DB,ARI,0.31,0.31,,,0.06,,,,
Elijah Campbell,NYG,DB,TEN,0.32,0.22,,,0.05,,,,
Jalen Davis,CIN,CB,PIT,0.79,0.34,,,0.11,,,,
Collin Wright,HOU,CB,IND,0.22,0.22,,,0.06,,,,
Keionte Scott,TB,DB,MIN,0.97,0.65,,,0.16,0.05,,,
Hunter Wohler,IND,DB,HOU,0.43,0.27,,,0.05,,,,
Dorian Strong,BUF,CB,LAC,0.25,0.25,,,0.06,,,,
Storm Duck,MIA,CB,KC,0.36,0.36,,,0.77,,,,
Tyler Owens,WAS,DB,SEA,0.25,0.35,,,0.05,,,,
Starling Thomas,ARI,CB,SF,1.33,0.37,,,0.16,0.05,,,
Brenden Schooler,NE,DB,JAX,0.16,0.16,,,0.05,,,,
Darrell Baker,MIA,CB,KC,0.36,0.36,,,0.05,,,,
Tristin McCollum,LV,DB,NO,0.43,0.27,,,0.05,,,,
Markquese Bell,DAL,DB,BAL,0.35,0.41,,,0.06,,,,
Damar Hamlin,BUF,DB,LAC,0.25,0.25,,,0.06,,,,
Terrell Burgess,TEN,DB,NYG,0.36,0.36,,,0.05,,,,
M.J. Stewart,HOU,DB,IND,0.22,0.22,,,0.06,,,,
Xavier Nwankpa,KC,DB,MIA,0.43,0.5,,,0.06,,,,
Zakee Wheatley,CAR,DB,CLE,0.28,0.45,,,0.06,,,,
Keondre Jackson,BAL,DB,DAL,0.37,0.31,,,0.06,,,,
Mike Reid,NO,CB,LV,0.4,0.4,,,0.06,,,,
Donovan McMillon,CLE,DB,CAR,0.16,0.27,,,0.05,,,,
Rayuan Lane,JAX,DB,NE,0.29,0.29,,,0.06,,,,
Darien Porter,LV,DB,NO,0.86,0.61,,,0.1,,,,
Jayden Price,NO,CB,LV,0.4,0.4,,,0.06,,,,
Jaylon Carlies,IND,DB,HOU,1.4,1.03,,,,0.05,,,
Jaylin Simpson,MIA,DB,KC,0.26,0.26,,,0.05,,,,
Josh Newton,CIN,CB,PIT,0.79,0.28,,,0.23,0.06,,,
Tanner Ingle,LAR,DB,DEN,0.28,0.28,,,0.06,,,,
Percy Butler,WAS,DB,SEA,0.25,0.35,,,0.05,,,,
Eric Stokes,LV,CB,NO,1.94,1.13,,,0.32,0.11,,,
Daniel Thomas,CLE,DB,CAR,0.16,0.27,,,0.05,,,,
Bishop Fitzgerald,DET,DB,NYJ,0.3,0.3,,,0.06,,,,
Wydett Williams,ARI,DB,SF,0.53,0.69,,,0.05,,,,
Dalton Johnson,LV,DB,NO,0.43,0.27,,,0.05,,,,
Kamari Ramsey,HOU,DB,IND,0.22,0.22,,,0.06,,,,
Genesis Smith,LAC,DB,BUF,0.33,0.27,,,0.05,,,,
Alijah Clark,DAL,DB,BAL,0.35,0.41,,,,,,,
