player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Brock Bowers,LV,TE,NO,13.31,,,,,,,,,0.24,0.77,0.01,0.08,5.53,6.9,50.51,0.44,5.05,0.02,,,,,,,
Dalton Kincaid,BUF,TE,LAC,13.18,,,,,,,,,,,,,4.83,6.66,63.85,0.33,6.39,0.02,,,,,,,
George Kittle,SF,TE,ARI,12.21,,,,,,,,,,,,,4.28,5.25,51.01,0.47,5.1,0.02,,,,,,,
Sam LaPorta,DET,TE,NYJ,11.86,,,,,,,,,0.06,0.29,0.0,0.03,4.46,5.83,49.28,0.4,4.93,0.02,,,,,,,
Mark Andrews,BAL,TE,DAL,11.77,,,,,,,,,0.22,1.08,0.01,0.11,4.47,5.53,50.48,0.35,5.05,0.02,,,,,,,
Dalton Schultz,HOU,TE,IND,11.76,,,,,,,,,,,,,5.03,6.62,53.01,0.24,5.3,0.02,,,,,,,
Travis Kelce,KC,TE,MIA,11.74,,,,,,,,,,,,,4.59,5.81,50.93,0.34,5.09,0.02,,,,,,,
Tucker Kraft,GB,TE,ATL,11.46,,,,,,,,,,,,,3.81,5.45,48.84,0.46,4.88,0.02,,,,,,,
Tyler Warren,IND,TE,HOU,10.33,,,,,,,,,0.34,1.14,0.01,0.11,4.39,6.53,39.26,0.3,3.93,0.02,,,,,,,
Juwan Johnson,NO,TE,LV,10.3,,,,,,,,,,,,,4.06,5.34,46.33,0.27,4.63,0.02,,,,,,,
Hunter Henry,NE,TE,JAX,10.27,,,,,,,,,,,,,4.21,5.52,43.57,0.28,4.36,0.02,,,,,,,
Harold Fannin,CLE,TE,CAR,9.48,,,,,,,,,0.21,0.8,0.02,0.08,3.78,5.26,37.0,0.3,3.7,0.01,,,,,,,
Kyle Pitts,ATL,TE,GB,9.48,,,,,,,,,,,,,3.54,4.97,40.3,0.32,4.03,0.01,,,,,,,
Jake Ferguson,DAL,TE,BAL,9.26,,,,,,,,,,,,,3.85,5.14,35.82,0.3,3.58,0.02,,,,,,,
Brenton Strange,JAX,TE,NE,9.12,,,,,,,,,,,,,3.73,4.78,37.1,0.28,3.71,0.01,,,,,,,
Oronde Gadsden,LAC,TE,BUF,9.01,,,,,,,,,,,,,3.34,4.9,42.15,0.24,4.21,0.01,,,,,,,
