player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Jalen Simmons,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Samuels,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Spiller,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Hankerson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Smith,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant Koback,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Ham,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Lampe,BUF,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raheem Mostert,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeWayne McBride,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Brossette,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaydon Blue,PHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Hoosman,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Martin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Acker,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Neal,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Hills,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Pitsenberger,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques Patrick,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Miller,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Haynes,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Richard,LV,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jam Miller,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gus Edwards,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amar Johnson,LAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bonnet,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Vonte Price,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Ragas,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony McFarland,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke Johnson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dontrell Hilliard,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Anderson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Cottrell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quayvon Hicks,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keaontay Ingram,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalan Laborn,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Fluellen,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Holyfield,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aca'Cedric Ware,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roosevelt Nix,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Morris,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerryon Johnson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Robinson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mataeo Durant,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Carson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Awatt,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Barnes,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Line,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Neighbors,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Ward,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashaad Penny,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Howell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terion Stewart,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zander Horvath,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le'Veon Moss,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD Ayo-Durojaiye,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sincere McCormick,SF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Colburn,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiyon Evans,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Williams,TB,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barika Kpeenu,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Gibson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezekiel Elliott,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Hemby,LV,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Gilbert,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Creecy,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Marshall,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Kelley,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davon Booth,IND,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Choice,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camerun Peoples,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Henderson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Wheeler,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Victor,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy Brooks,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Marks,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tevin Coleman,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Marshall,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Funk,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ Baylor,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Breida,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romar Morris,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah McGuire,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles McClelland,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Ramesh,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otis Anderson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Ratelle,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dedrick Mills,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Caldwell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karan Higdon,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaMycal Hasty,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trestan Ebner,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Finley,NYG,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Ouzts,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Rees-Zammit,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Ernest Johnson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Ford,MIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Millard,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ke'Shawn Vaughn,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Jones,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Hull,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Jones,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nay'Quan Wright,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Martin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshawn Lynch,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrius Sims,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Nall,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen Wright,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenjon Barner,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
