player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Mark Thompson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Verdell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Sproles,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Renew,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Moss,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leddie Brown,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kejon Owens,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Sampson,CLE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathon Brooks,CAR,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Washington,MIA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrin Laufasa,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryquell Armstead,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Cain,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronson Rechsteiner,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Seale,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Ojile,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darwin Thompson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Rivers,LAR,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarveon Howard,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleman Bennett,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Burns,CHI,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovani Bernard,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevie Scott,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe McCrary,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylin Hill,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Houston,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Laskey,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Ortiz,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deon Jackson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Barber,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenard Tillery,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Johnson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Young,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devwah Whaley,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.J. Scott,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gray,CLE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Brooks-James,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.J. Taylor,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Allen,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Smith,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Pearson,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Waters,LAR,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Walton,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Torrey,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZaQuandre White,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dameon Pierce,PHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Lingard,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Dykes,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Tyus,CAR,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jackson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaydn Ott,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Kibodi,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Stanback,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Martinez,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutton Smith,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Jacobs,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfonzo Graham,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eno Benjamin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damarea Crockett,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trayveon Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Phillips,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tavien Feaster,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akrum Wadley,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latavius Murray,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Hill,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
La'Damian Webb,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Franks,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathaniel Peat,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Robbins,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Dye,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brittain Brown,CHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lan Larison,NE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Ward,BAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Hammond,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyreik McAllister,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lovett,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualan Jones,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Taylor,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trenton Cannon,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Etienne,CAR,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Scarlett,MIA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Michel,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Sherman,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Strong,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrel Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Peterson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monte Pottebaum,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Brightwell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Jones,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalfani Muhammad,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Holly,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentine Holmes,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devontae Jackson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Flanders,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Newby,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Terrell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilal Powell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
